X1	X2	Y
0.747859915	-0.28141303	0
1.067858693	-0.146871489	0
-0.888754455	1.023891314	0
0.308622933	-0.806705425	0
0.55845508	-0.712010053	0
-1.168623143	-0.051218614	0
0.48947858	-0.232764942	0
-1.378901204	1.09863349	0
-1.516495912	1.375510854	0
1.117961245	-1.928738645	0
-0.125169921	0.262974301	0
0.831610013	-0.60591984	0
1.223156874	-0.494676986	0
-0.729063169	0.835964853	0
0.872694689	-0.054413378	0
-0.046559626	1.926927279	0
0.080439395	0.009618573	0
-0.32174563	0.161151464	0
0.310255123	-0.280639702	0
-0.6265073	0.472405879	0
-0.353894142	0.575894475	0
0.160059994	-0.210122227	0
0.661837238	-1.124097443	0
1.174601028	-0.10988862	0
-0.005440546	-0.069571331	0
0.494807478	-0.794809369	0
0.950569522	-0.362243166	0
-1.298444654	-0.153848232	0
-1.264634041	0.287942907	0
0.425747816	0.413032142	0
1.816292904	-0.963558879	0
-0.664202388	0.033117706	0
-0.230872775	0.12117957	0
-0.932056073	0.534269603	0
1.238830199	-0.847531329	0
-0.020878086	0.178980727	0
-1.817481161	0.910919621	0
0.698519927	-0.151977937	0
-0.237082065	1.607019197	0
0.066472737	0.206325707	0
0.750348842	-1.379571097	0
0.683384694	-0.425958591	0
-1.588932276	2.264625481	0
-1.24760633	-0.468580983	0
1.528593138	-1.811710606	0
0.729037053	-0.588059055	0
-0.196039736	-0.031442542	0
-0.705413685	-0.435335649	0
-0.040750495	-1.096732022	0
-0.629798142	1.148460319	0
-1.112573516	0.772494997	0
-2.778154035	2.019821782	0
2.467023036	-2.802667424	0
0.17237198	-1.060606203	0
-1.119621505	1.448414068	0
1.512302007	-1.314536922	0
1.079607416	-0.864830889	0
0.838194151	-0.60401669	0
-0.865343751	0.605380861	0
0.29921614	-1.432644679	0
0.222414732	0.33233057	0
0.583058831	-1.076348982	0
1.412897613	-0.932015059	0
0.917975532	-0.740781513	0
-1.471719533	1.11114795	0
0.919878115	-1.765498586	0
1.251352311	-1.418963053	0
1.796256403	-1.829004567	0
0.728480488	-0.585192189	0
-0.704450006	1.821893063	0
0.845865894	-1.227197573	0
0.230863986	1.275058651	0
1.983454071	-2.620734143	0
0.551526162	-0.836335896	0
0.647711014	-0.858063261	0
2.162078234	-2.36194765	0
1.563936043	-1.467612092	0
-0.106110538	-1.430121833	0
1.488501889	-3.140621333	0
0.353562091	0.020018055	0
-0.686672034	0.89455475	0
0.521184809	0.167906267	0
1.488839955	-0.541540565	0
-0.034987678	-0.163604635	0
0.832021891	-1.244040489	0
-1.055844005	1.28770267	0
1.58301934	-1.056187994	0
0.41611337	-0.584271825	0
0.75762143	-1.783616161	0
-0.095000778	0.77319139	0
-0.279208612	0.537699033	0
-0.372766752	-0.216627536	0
0.785487478	-0.686328758	0
1.280902973	0.064386914	0
0.52758853	-0.545387715	0
-0.514100512	-0.06086948	0
-0.846276594	0.585077921	0
-1.160231006	1.564532597	0
0.547133979	-0.841476596	0
0.275076809	0.333076397	0
2.190194402	-0.823238536	0
3.579361203	-1.144379429	0
2.382262554	-0.925021138	0
2.848473909	-1.313250957	0
2.368379011	-0.902168347	0
2.959883638	-0.728591099	0
0.952341303	-1.285459155	0
0.903194994	-0.954871238	0
2.535126828	-0.599946952	0
5.481155997	-0.163699613	0
1.045928671	-0.869770309	0
2.374212662	-1.179875202	0
4.584574526	-0.89545362	0
2.323472856	-1.460654384	0
5.18426651	-1.200662447	0
1.797472846	-0.567457535	0
-0.031829444	-1.134879157	0
4.963714903	-0.715111071	0
2.900416902	-0.527169546	0
3.891267785	-0.618712806	0
1.219935876	-1.5726867	0
5.642959261	-1.392502772	0
5.141881184	-1.096186827	0
-0.188385871	-1.035322056	0
2.335396028	-0.854233271	0
0.957158602	-2.110256545	0
2.840262958	-1.034301568	0
3.38354257	-0.720857493	0
6.77380943	-0.549441317	0
0.162856247	-0.628805493	0
3.469399832	-1.240267033	0
1.926139744	-1.488235723	0
4.767453896	-1.321952601	0
2.179511806	-1.210175203	0
6.380998713	-1.363027121	0
3.217674415	-1.132497018	0
3.192457786	-0.634299073	0
4.545318302	-1.275228859	0
1.085554344	-0.340290962	0
7.690099316	-0.859349182	0
-0.334973784	-1.582121697	0
3.369193806	-1.041175986	0
4.112103267	-1.288247101	0
7.300298626	-1.637265212	0
3.20813305	-0.943030977	0
3.185318572	-0.797132535	0
1.598214648	-1.414093742	0
3.639735918	-0.544469268	0
4.151385106	-1.713158389	0
3.210692437	-1.626485133	0
3.992349801	-1.352917545	0
3.603470495	-0.749652307	0
1.577169309	-0.699996756	0
5.448198197	-0.98069624	0
4.274233554	-1.082746199	0
2.072912429	-1.290030531	0
4.975181961	-0.625150603	0
3.84506654	-1.471250693	0
5.547755069	-1.118588148	0
-0.69423482	-1.139203858	0
3.402362946	-0.929243132	0
1.674802355	-0.723243754	0
5.411729972	-0.456639175	0
1.317287739	-1.369116823	0
4.433369053	-0.792118399	0
3.438648838	-1.085333492	0
-1.150677437	-0.861121993	0
1.805771721	-1.325756533	0
3.270420669	-0.810085229	0
1.665903049	-1.608455584	0
5.947571344	-0.488285766	0
-0.508087284	-1.067323688	0
1.434121625	-1.780281054	0
1.715485044	-0.572560354	0
2.386136181	-0.210477078	0
1.584833675	-0.457400315	0
1.784459256	-0.874457699	0
4.204264412	-0.860488939	0
0.751676122	-0.74684937	0
3.024954178	-1.092005681	0
6.8664555	-0.648080441	0
1.307420926	-0.672226584	0
2.878858281	-0.949108084	0
3.634936171	-0.400971331	0
1.410453622	-0.786426635	0
3.395696719	-1.002502473	0
1.52302146	-0.834689226	0
4.763218023	-1.234802408	0
1.330050921	-0.526167173	0
1.419292807	-0.665417584	0
3.735722234	-0.630447959	0
3.73616883	-0.606557683	0
4.041487234	-0.46534212	0
3.631906637	-0.975423079	0
-1.673030913	-0.913329501	0
2.482403053	-1.279868546	0
2.33188195	-0.58304676	0
3.925901282	-1.049109093	0
1.797020575	-1.808908673	0
3.249479784	-1.387614687	0
1.875263438	-0.037070987	1
1.555454147	-0.094404501	1
1.292630998	1.58771311	1
2.914031653	1.390499574	1
2.854078477	0.131392939	1
1.499921448	-1.408641232	1
0.216572011	0.789109162	1
2.158789596	-0.572311499	1
2.057190696	1.07395262	1
2.722464035	0.343020436	1
2.043671163	0.145914606	1
1.271218756	0.56218671	1
0.582436502	-0.073101969	1
1.797537768	0.154312724	1
1.404941639	0.115344329	1
1.042344769	-0.822044627	1
1.730771567	1.117814899	1
1.715754312	-0.716664418	1
1.313550804	1.070375227	1
2.452246248	1.362740587	1
2.020191256	0.516972347	1
3.116040302	0.896539994	1
1.322395085	0.589473149	1
1.969979583	0.407967437	1
1.299880144	-0.173495474	1
2.819194166	0.446367146	1
2.703779604	0.135904142	1
1.863445556	0.030489427	1
1.147974161	0.862123496	1
0.46476311	-0.421508922	1
1.944503932	0.983610484	1
3.328324453	0.825726221	1
3.614441456	1.361386334	1
2.340732323	0.865022425	1
1.14615887	0.943223127	1
2.513872616	2.556598984	1
1.05678109	0.221752059	1
2.348083287	0.921885313	1
2.076940608	1.417320285	1
2.69479679	-0.360672362	1
2.520146398	1.537260184	1
1.703198869	0.317072844	1
2.508343152	0.852812363	1
1.887230807	1.325091841	1
0.214627435	0.998026942	1
2.024150226	0.899413275	1
1.865877136	1.344593312	1
1.754389741	-0.026040902	1
2.564734746	1.314577691	1
1.870179191	0.939429302	1
2.353083401	0.718282922	1
2.287631347	0.685479533	1
1.927071927	0.758117167	1
1.949792039	0.627481701	1
1.90583256	0.180082338	1
1.653059944	1.906457614	1
2.472317192	0.146433442	1
1.870178779	0.922574207	1
2.798422072	-0.382062524	1
2.785940956	1.151829474	1
1.830217375	0.523640526	1
0.721296753	0.538599174	1
0.357183687	-0.677093673	1
2.341478883	0.946553155	1
1.995662818	0.266534583	1
2.506511989	-0.019911267	1
1.800406832	0.728780619	1
1.80077525	-0.548563668	1
2.365424227	-0.347819281	1
3.341786128	-0.954039598	1
1.844935509	0.737345732	1
2.125741437	0.561074771	1
1.21030654	1.505123109	1
1.67906465	0.665413435	1
1.619315136	0.513125115	1
1.682203754	-0.470517741	1
1.201638457	0.32837046	1
2.739339932	-0.12126321	1
2.387270871	1.975878458	1
2.548419501	2.011265247	1
2.025672479	0.183611237	1
2.888144767	0.445151961	1
1.804485953	0.019814422	1
2.841721562	-0.755078424	1
0.79737812	0.80517543	1
2.744612017	0.726898091	1
2.761424593	-0.222840659	1
1.450445436	0.295738982	1
2.510580001	1.125092597	1
1.805216718	1.076292238	1
3.489367624	0.852006441	1
0.956717939	-0.133086283	1
1.622216162	1.132680726	1
1.539111392	-0.024387066	1
2.022129629	0.453237067	1
1.867643029	0.098102625	1
2.256689338	0.240117849	1
0.803560231	-0.320665805	1
2.018465219	2.012753498	1
3.194567316	-0.031174415	1
2.025790723	1.314627513	1
2.036216049	0.828122733	1
1.575098965	-0.237261969	1
1.241353493	0.313922274	1
2.639602734	0.352234899	1
1.54205535	0.665592567	1
1.510003764	1.023292826	1
3.848206681	-0.383650502	1
2.210058577	-0.205748664	1
1.122060424	0.376807925	1
2.479508096	1.339981504	1
1.166367053	-0.075027885	1
1.698554836	0.124686121	1
1.722858469	1.099045217	1
1.376338641	0.871155511	1
2.947273422	0.5103475	1
1.678860326	-0.289341599	1
2.239588521	-0.04006665	1
2.472247635	0.638734262	1
2.324562994	1.131467427	1
2.255276621	0.432226207	1
1.943882447	0.355928822	1
1.002826918	-0.27871967	1
1.597885892	0.843839282	1
0.077445967	1.032945726	1
1.960984169	1.241156342	1
2.446551295	0.605376908	1
1.902331233	-0.098954344	1
1.178341537	0.572511914	1
1.807916179	-0.115827123	1
2.49949538	0.533873039	1
2.551536607	1.720367805	1
1.397766884	0.39061855	1
2.19398272	1.649250042	1
1.948657495	0.254337064	1
1.978367577	0.122060645	1
1.369190539	-0.146922176	1
1.778621156	0.873014132	1
1.615078441	1.323393729	1
-0.141339732	0.621417426	1
2.014082104	0.851815986	1
1.046466534	0.373502956	1
2.447558002	-0.14187091	1
2.13100382	1.740001796	1
1.595376989	1.564691524	1
1.758112709	0.737853664	1
3.99184145	0.330228286	1
1.670691687	-0.462200647	1
2.136991881	-0.060469296	1
1.325966219	0.377290327	1
2.489746264	0.032273184	1
2.510208221	0.029967395	1
2.468909856	-0.807433075	1
0.685461228	0.336469718	1
1.701560184	0.064906898	1
0.978801533	0.364148628	1
1.79481126	1.192031369	1
1.5881621	0.41292685	1
2.856541818	1.173524899	1
1.678061233	0.948024859	1
1.044881939	0.992278027	1
1.900417102	0.066667286	1
3.085286409	0.563841947	1
0.587472583	0.501736412	1
2.173218242	0.950362353	1
2.771027357	0.689197815	1
1.620808538	0.413738986	1
1.973760549	1.326742831	1
2.768143019	-0.378400019	1
1.659219352	-0.233686159	1
1.994048744	0.241097247	1
1.045263718	0.220261878	1
2.21023992	0.938492797	1
1.173316919	0.926700778	1
2.423522743	0.25071955	1
1.956906746	-0.340726008	1
2.339633421	1.181466161	1
2.43590924	0.506068464	1
1.835633422	0.995562174	1
2.582744629	0.438110388	1
1.088192526	0.366644891	1
2.58492791	-0.023297152	1
0.958479122	0.106587549	1
2.309300082	-0.577405545	1
3.808169449	1.39535722	1
4.150119396	1.793089272	1
2.785069408	1.622210114	1
1.851475113	0.487846105	1
1.795900142	0.061946797	1
1.087175681	1.569468018	1
1.558558545	1.043532169	1
1.153092003	0.990219623	1
1.986762639	0.52432582	1
1.742611719	-0.049473253	1
0.697017896	0.588931121	1
1.930872812	0.593145593	1
2.507187292	0.78156479	1
3.444625453	1.215029787	1
1.293327074	0.965581517	1
3.019166087	-0.295485112	1
2.516806229	1.850086699	1
2.881851531	1.39659102	1
2.265089784	3.750081887	1
1.502332606	1.721759509	1
2.807590271	0.836573016	1
4.02802547	2.435819435	1
2.254398076	3.233527413	1
2.539916634	3.002445315	1
2.322322856	2.718888209	1
4.398041348	2.509790139	1
2.389212718	3.509999813	1
4.210781631	2.051766844	1
2.801737507	3.114101709	1
2.33244441	3.751533556	1
3.571840639	4.864150052	1
1.563893002	2.69617899	1
3.627481544	2.315138797	1
2.647975272	2.145554981	1
1.454213673	3.281652104	1
4.734271875	0.728591367	1
3.784489942	1.681633991	1
4.709404178	0.363090937	1
1.469880162	1.947655229	1
4.251368392	2.803404587	1
2.287610535	2.214094441	1
2.914626273	1.632094143	1
2.081857755	1.859866384	1
3.661439076	3.19328195	1
4.185668827	3.899670342	1
2.695963978	2.707596419	1
4.609844643	1.780585371	1
1.759478239	1.805041318	1
2.490085691	2.291618513	1
4.081541745	1.920229768	1
1.321520157	1.431263237	1
3.473585216	1.369546678	1
2.819039474	1.98955106	1
3.302842952	3.616846551	1
3.627198461	1.839914995	1
0.15689512	1.965848601	1
5.035640472	-0.589593314	1
1.448109015	3.935282782	1
1.579858016	1.211795689	1
3.340448356	3.000915822	1
3.706950831	3.269387254	1
3.36332814	2.567949122	1
3.766717397	1.791594948	1
3.021647523	2.194769438	1
3.54816104	1.62300024	1
3.707148585	1.926470517	1
4.8082374	2.501311013	1
3.272355773	0.372180022	1
1.747850906	2.735380521	1
3.373501295	2.102498686	1
3.232158251	0.377773736	1
3.788243368	2.995999829	1
4.808140028	2.21211993	1
4.266404009	1.440926496	1
3.487757282	3.751921745	1
2.69931678	2.481131767	1
3.109973546	2.341820689	1
3.474256646	4.252629434	1
2.904750211	1.814553509	1
1.983865003	2.589245038	1
4.709266544	0.574138967	1
0.982725823	1.395397794	1
4.712640934	0.680809468	1
2.306499315	2.718867719	1
4.471708058	2.391187528	1
4.117469577	1.9161825	1
3.143763718	3.236866087	1
3.306067879	2.215127802	1
1.417000641	1.773778715	1
2.955401527	2.96066292	1
2.630185877	3.044051491	1
3.673094633	3.97951567	1
2.404310403	2.615477786	1
3.076456646	2.480410415	1
3.624092782	2.817174352	1
